"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","SSC-A_Gain","SSC-H_Gain","FSC-A","FSC-H","SSC-A","SSC-H","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","yellow green_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","yellow green_AreaScalingFactor","R670-A_Gain","R730-A_Gain","R780-A_Gain","B530-A_Gain","B710-A_Gain","V450-A_Gain","V525-A_Gain","V610-A_Gain","V670-A_Gain","Y590-A_Gain","Y615-A_Gain","Y710-A_Gain","Y780-A_Gain","R670-A","R730-A","R780-A","B530-A","B710-A","V450-A","V525-A","V610-A","V670-A","Y590-A","Y615-A","Y710-A","Y780-A","FSC-W_Gain","SSC-W_Gain","R670-H_Gain","R730-H_Gain","R780-H_Gain","B530-H_Gain","B710-H_Gain","V450-H_Gain","V525-H_Gain","V610-H_Gain","V670-H_Gain","Y590-H_Gain","Y615-H_Gain","Y710-H_Gain","Y780-H_Gain","FSC-W","SSC-W","R670-H","R730-H","R780-H","B530-H","B710-H","V450-H","V525-H","V610-H","V670-H","Y590-H","Y615-H","Y710-H","Y780-H","Time_Gain"
"27-DEC-2019",2019-12-27 12:22:18,"2019-12-27","12H 22M 18S","Unknown","LSRII","1","Administrator",570,570,270,270,99626.203125,65985.3515625,118093.9140625,64954.34765625,56.83,0,20.2,39.48,0.89,0.84,1.09,0.45,484,510,425,498,505,471,425,546,455,630,664,570,452,7160.0498046875,5682.64990234375,4973.31982421875,7527.23974609375,7307.15966796875,6970.55029296875,6719.85009765625,7026.14013671875,8202.25,7518.599609375,6999.75,5679.44970703125,5237.5498046875,570,270,484,510,425,498,505,471,425,546,455,630,664,570,452,98555,118940,7283,5858,5155,7525,7290,7043,6956,7163,6841,7650,7127,5780,5351,NA
"27-DEC-2019",2019-12-27 12:21:21,"2019-12-27","12H 21M 21S","Unknown","LSRII","1","Administrator",570,570,270,270,93091.62890625,65428.111328125,113350.015625,64586.275390625,56.83,0,20.2,39.48,0.89,0.84,1.09,0.45,484,510,425,498,505,471,425,546,455,630,664,570,452,6682.1201171875,5261.23486328125,4637.7900390625,7176.53979492188,6820.37963867188,6471.87524414062,6269.68017578125,6536.73022460938,7648.5302734375,6998.1748046875,6525.6748046875,5282.10009765625,4879.35009765625,570,270,484,510,425,498,505,471,425,546,455,630,664,570,452,93269,116235.5,7054.5,5674,4969.5,7329,6931,6709.5,6595,6805,6712.5,7433.5,6930.5,5603,5210,NA
"27-DEC-2019",2019-12-27 08:26:25,"2019-12-27","8H 26M 25S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,110275.9140625,64098.607421875,122784.0546875,62106.076171875,NA,NA,NA,NA,NA,NA,NA,NA,484,510,425,498,505,471,425,546,455,630,664,570,452,7461.31494140625,6678.56005859375,5913.15966796875,8056.43994140625,8678.4599609375,7477.400390625,7283.38037109375,7804.400390625,8763.6005859375,7512.97485351562,7064.099609375,6634.7998046875,6369.97485351562,570,270,484,510,425,498,505,471,425,546,455,630,664,570,452,112975,129972.5,7354,6666,5935.5,8352,8942.5,7362,7353,7734,7232,7282,6854,6423,6183,NA
"27-DEC-2019",2019-12-27 08:25:44,"2019-12-27","8H 25M 44S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,104473.9375,60698.8671875,115599.953125,58891.78125,NA,NA,NA,NA,NA,NA,NA,NA,484,510,425,498,505,471,425,546,455,630,664,570,452,6917.080078125,6193.509765625,5505.5400390625,7632.23974609375,8326.080078125,6660.990234375,6530.1904296875,7021.7802734375,6763.4501953125,4593.60009765625,4203,3982.0498046875,3755.25,570,270,484,510,425,498,505,471,425,546,455,630,664,570,452,112939,128782,7351,6655,5922,8348,8943,7362,7348,7684,7194,7248,6857,6384,6156,NA
"23-DEC-2019",2019-12-23 08:08:18,"2019-12-23","8H 8M 18S","Unknown","LSRII","1","Administrator",570,570,270,270,103451.2578125,60498.88671875,119600.0390625,59591.44140625,56.83,0,20.2,39.48,0.89,0.84,1.09,0.45,484,510,425,498,505,471,425,546,455,630,664,570,452,6780.90966796875,6388.419921875,5846.40966796875,7602,8180.759765625,6626.1103515625,6634.830078125,7033.77001953125,7154.76025390625,4526.10009765625,4297.94970703125,4159.7998046875,3993.75,570,270,484,510,425,498,505,471,425,546,455,630,664,570,452,112240,130949,7320,6917,6365,8329,8835,7028,7029,7415,7241,7421,7033,6736,6704,NA
"20-DEC-2019",2019-12-20 08:21:01,"2019-12-20","8H 21M 1S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,108242.7578125,63194.7265625,111527.6328125,60938.64453125,NA,NA,NA,NA,NA,NA,NA,NA,484,510,425,498,505,471,425,546,455,630,664,570,452,7365.6396484375,6941.10986328125,6441.81982421875,7649.8798828125,8591.51953125,7041.400390625,6905.150390625,7396.740234375,8694.9306640625,7515,7119.89990234375,7096.0498046875,6993.44970703125,570,270,484,510,425,498,505,471,425,546,455,630,664,570,452,112348,120782,7288,6956,6491,8073,9011,6293,6305,6642,6981,7296,6912,6864,6801,NA
"20-DEC-2019",2019-12-20 08:20:38,"2019-12-20","8H 20M 38S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,103359.5,61027.69140625,96851.15625,60002.62109375,NA,NA,NA,NA,NA,NA,NA,NA,484,510,425,498,505,471,425,546,455,630,664,570,452,6939.330078125,6528.14990234375,6085.81982421875,7287,8305.919921875,6002.63037109375,5731.22021484375,6449.5302734375,7856.72021484375,7125.75,6669.89990234375,6721.64990234375,6297.75,570,270,484,510,425,498,505,471,425,546,455,630,664,570,452,111857,108749,7230,6915,6457,7953,8950,6213,6213,6515,6917,7328,6959,6880,6820,NA
"19-DEC-2019",2019-12-19 08:39:09,"2019-12-19","8H 39M 9S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,108045.921875,63788.390625,115369.796875,61743.41015625,NA,NA,NA,NA,NA,NA,NA,NA,484,510,425,498,505,471,425,546,455,630,664,570,452,7346.94970703125,7002.52001953125,6468.52001953125,7638.11962890625,8519.279296875,7306.27001953125,7146.0400390625,7650.71044921875,8884.58984375,7704.89990234375,7302.599609375,7282.7998046875,7221.599609375,570,270,484,510,425,498,505,471,425,546,455,630,664,570,452,111016,123112,7285,7018,6502,7978,8828,6699,6718,7079,7143,7552,7169,7113,7084,NA
"19-DEC-2019",2019-12-19 08:38:31,"2019-12-19","8H 38M 31S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,102517.75,60334.4375,108500.6953125,59145.86328125,NA,NA,NA,NA,NA,NA,NA,NA,484,510,425,498,505,471,425,546,455,630,664,570,452,6739.080078125,6457.39477539062,5979.02001953125,7308.83984375,8042.99951171875,6271.8603515625,6161.77001953125,6740.56005859375,6620.115234375,5522.39990234375,5233.0498046875,5181.75,5183.32495117188,570,270,484,510,425,498,505,471,425,546,455,630,664,570,452,111246,120880.5,7268,6988,6472,7958,8829,6649,6665,7033,7138,7557,7168,7115,7085,NA
"18-DEC-2019",2019-12-18 08:32:29,"2019-12-18","8H 32M 29S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,109724.98046875,64666.099609375,90791.3984375,62651.32421875,NA,NA,NA,NA,NA,NA,NA,NA,484,510,425,498,505,471,425,546,455,630,664,570,452,7419.0400390625,5928.73486328125,5224.2998046875,7400.39990234375,7806.9599609375,7494.84033203125,7320.4404296875,7864.89526367188,8759.78515625,7488.6748046875,7121.69970703125,5921.5498046875,5374.35009765625,570,270,484,510,425,498,505,471,425,546,455,630,664,570,452,111220.5,95011.5,7319,5925,5246,7565,7958,7174,7148,7548,7073,7229,6864.5,5706.5,5196,NA
