"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","FSC-W_Gain","SSC-A_Gain","SSC-H_Gain","SSC-W_Gain","R670-A_Gain","R670-H_Gain","R730-A_Gain","R730-H_Gain","R780-A_Gain","R780-H_Gain","B530-A_Gain","B530-H_Gain","B710-A_Gain","B710-H_Gain","V450-A_Gain","V450-H_Gain","V525-A_Gain","V525-H_Gain","V610-A_Gain","V610-H_Gain","V670-A_Gain","V670-H_Gain","Y590-A_Gain","Y590-H_Gain","Y615-A_Gain","Y615-H_Gain","Y710-A_Gain","Y710-H_Gain","Y780-A_Gain","Y780-H_Gain","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","R670-A","R670-H","R730-A","R730-H","R780-A","R780-H","B530-A","B530-H","B710-A","B710-H","V450-A","V450-H","V525-A","V525-H","V610-A","V610-H","V670-A","V670-H","Y590-A","Y590-H","Y615-A","Y615-H","Y710-A","Y710-H","Y780-A","Y780-H","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","yellow green_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","yellow green_AreaScalingFactor"
"15-DEC-2020",2020-12-15 10:26:51,"2020-12-15","10H 26M 51S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,80588.8828125,65406.453125,80890,105110.0625,64705.09765625,106583,13751.5302734375,13866,10496.73046875,10684,12391.150390625,12686,8831.33984375,8907,10518.66015625,10619,8262.7197265625,8298,8386.9794921875,8614,7813.56005859375,7906,10796.939453125,9270,17848.349609375,17772,7786.7998046875,7758,11448,11400,12129.2998046875,12109,NA,NA,NA,NA,NA,NA,NA,NA
"15-DEC-2020",2020-12-15 10:24:39,"2020-12-15","10H 24M 39S","Unknown","LSRII","1","Administrator",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,79821.28125,64694.875,80966,103742.6640625,63829.46484375,106654,13026.310546875,13722,9993.5,10611,11808.1298828125,12587,8710.9404296875,8909,10288.1796875,10566,7904.759765625,8216,8113.3798828125,8539,7498.919921875,7827,10100.3994140625,9232,14194.349609375,17493,6155.099609375,7593,9077.3994140625,11220,9667.349609375,11925,54.76,0,18.05,37.54,0.79,0.86,1.14,0.45
"14-DEC-2020",2020-12-14 09:14:50,"2020-12-14","9H 14M 50S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,76955.3203125,64254.814453125,78505.5,100866.390625,63213.53125,104500.5,13997.220703125,14045,9255.640625,9393,10182.7055664062,10385,8722.98046875,8980,9548.14990234375,9821,8267.2802734375,8338.5,8421.1796875,8697,7898.48974609375,8036.5,10828.8603515625,9284,17618.400390625,16818,7710.75,7370,9987.07470703125,9498.5,9640.7998046875,9202,NA,NA,NA,NA,NA,NA,NA,NA
"14-DEC-2020",2020-12-14 09:13:38,"2020-12-14","9H 13M 38S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,74996.796875,63237.97265625,77764,97530.0234375,61885.58203125,103228,12580.75,14068,8163.8603515625,9385,9032.0703125,10409,8471,8919,9267.3603515625,9745,7938.9599609375,8309,8181.77978515625,8664,7609.5,7985,10093.5595703125,9297,13752.44921875,16763,5970.14990234375,7346,7701.75,9522,7490.25,9221,NA,NA,NA,NA,NA,NA,NA,NA
"11-DEC-2020",2020-12-11 08:36:04,"2020-12-11","8H 36M 4S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,76946.19921875,64066.26171875,78788,101799.0625,63017.904296875,105701,14283.2001953125,14351,11456.9750976562,11617.5,13646.4599609375,13911,8822.740234375,9116,10651.9599609375,11004,8210.2802734375,7915,8274.1201171875,8154,7746.86987304688,7546,10921.7700195312,9152,16783.4248046875,16039.5,7355.25,7043,11929.9497070312,11359.5,13075.4243164062,12499,NA,NA,NA,NA,NA,NA,NA,NA
"11-DEC-2020",2020-12-11 08:34:54,"2020-12-11","8H 34M 54S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,76072.9609375,63303.84765625,78777,99624.984375,62080.56640625,105053,12720.580078125,14350,10450.1201171875,11595,12253.6904296875,13897,8600,9095,10408.580078125,10968,7907.0400390625,7899,8059.7998046875,8143,7498.919921875,7507,10196.16015625,9124,13171.5,15989,5792.39990234375,7040,9226.349609375,11343,10251.4501953125,12438,NA,NA,NA,NA,NA,NA,NA,NA
"10-DEC-2020",2020-12-10 09:14:52,"2020-12-10","9H 14M 52S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,78404.640625,64236.203125,80043,101374.21875,63250.4375,104910,13961.669921875,14115,11413.1298828125,11650,13579.310546875,13922,8651.6005859375,8903,10586.6005859375,10906,8068.919921875,7716,8104.259765625,7929,7587.83984375,7325,10788.9599609375,9093,17199,16982,7552.7998046875,7471,12141.44921875,11962,13341.1494140625,13186,NA,NA,NA,NA,NA,NA,NA,NA
"10-DEC-2020",2020-12-10 09:13:21,"2020-12-10","9H 13M 21S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,76709.8359375,63193.44921875,79584,97850.8046875,61959.30859375,103369,12245,14110,9826.810546875,11637,12014.3203125,13906,8421.98046875,8815,10224.5400390625,10789,7665.35986328125,7596,7795.31982421875,7822,7233.2998046875,7202,9980.7001953125,9015,13105.7998046875,16886,5742.89990234375,7418,9037.349609375,11968,10027.7998046875,13186,NA,NA,NA,NA,NA,NA,NA,NA
"09-DEC-2020",2020-12-09 13:15:27,"2020-12-09","13H 15M 27S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,80589.26171875,64373.97265625,82066.5,100874.12890625,63382.935546875,104346,6220.4599609375,13840.5,5851.13525390625,11792.5,6202.2900390625,13724,8464.1201171875,8707,10617.990234375,10932,7934.39990234375,8122,8024.4599609375,8343,7428.80981445312,7627,10107.240234375,9191,13367.474609375,17498,5967,7662,9489.1494140625,12314,10386.2250976562,13638,NA,NA,NA,NA,NA,NA,NA,NA
"09-DEC-2020",2020-12-09 13:13:54,"2020-12-09","13H 13M 54S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,80940.7578125,64974.78515625,81755,101853.2421875,64085.35546875,104200,13535.0703125,14049,11314.3798828125,11862,13226.1806640625,13944,8538.080078125,8674,10721.6201171875,10897,8157.83984375,8059,8178.35986328125,8270,7647.1201171875,7627,10737.66015625,9186,16992.44921875,17443,7463.25,7667,11995.6494140625,12327,13245.2998046875,13642,NA,NA,NA,NA,NA,NA,NA,NA
"08-DEC-2020",2020-12-08 10:21:36,"2020-12-08","10H 21M 36S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,78232.87890625,63470.013671875,80778.5,100346.953125,62404.9921875,105038.5,12637.6298828125,14112,9773.48486328125,10784,11101.080078125,12488.5,8709.64990234375,9063.5,9852.59033203125,10308.5,7716.08984375,7617,7962.32983398438,7966,7359.26977539062,7289,10011.4794921875,9009.5,13452.75,16837,5960.25,7370.5,8543.47509765625,10732,9143.5498046875,11455.5,NA,NA,NA,NA,NA,NA,NA,NA
"08-DEC-2020",2020-12-08 10:21:06,"2020-12-08","10H 21M 6S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,78782.359375,64202.80078125,80580,100628.6015625,63313.7265625,103909,14051.73046875,14126,10644.4599609375,10793,12242.6298828125,12497,8815.8603515625,9036,10043.9404296875,10312,7975.43994140625,7580,8149.85986328125,7923,7521.7197265625,7227,10689.7802734375,8960,17170.19921875,16836,7524,7381,10986.75,10740,11674.7998046875,11460,NA,NA,NA,NA,NA,NA,NA,NA
"07-DEC-2020",2020-12-07 13:53:23,"2020-12-07","13H 53M 23S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,81333.6796875,65160,81997,103213.7578125,64375.671875,105210,13539.0205078125,14040,9908.970703125,10397,11135.05078125,11736,8772.8603515625,8901,10060.2802734375,10221,8215.9794921875,8235,8298.0595703125,8523,7783.919921875,7859,10921.2001953125,9388,17103.150390625,17487,7512.2998046875,7699,10561.0498046875,10795,10881.4501953125,11151,NA,NA,NA,NA,NA,NA,NA,NA
"07-DEC-2020",2020-12-07 13:50:32,"2020-12-07","13H 50M 32S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,80374.5625,64420.6328125,81920,101399.1640625,63399.3984375,104907,6447.18994140625,13913,4266.7900390625,10120,4824.5302734375,11433,8580.2197265625,8889,9761,10197,7942.3798828125,8224,8101.97998046875,8498,7553.64013671875,7846,10118.6396484375,9363,13331.25,17454,5974.64990234375,7684,8320.5,10797,8646.75,11167,NA,NA,NA,NA,NA,NA,NA,NA
"07-DEC-2020",2020-12-07 13:49:36,"2020-12-07","13H 49M 36S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,80087.66015625,64838.509765625,81066.5,101560.4140625,63874.546875,104022,13598.2705078125,14140,9931.48486328125,10425,11180.080078125,11793.5,8605.16015625,8769.5,9908.919921875,10093,8078.0400390625,8082,8179.5,8375,7679.0400390625,7747,10867.0498046875,9366,16816.4990234375,17192,7425.22485351562,7598.5,10438.1997070312,10679,10792.7998046875,11058.5,NA,NA,NA,NA,NA,NA,NA,NA
"07-DEC-2020",2020-12-07 10:13:45,"2020-12-07","10H 13M 45S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,77786.7578125,62951.1484375,81123,100116.0390625,61665.1953125,106234,12259.220703125,14625,9758.080078125,12064,11546.640625,14268,8630.1005859375,9128,10518.66015625,11202,7536.5400390625,7370,7815.83984375,7754,7322.2197265625,7197,10028.580078125,9111,13131.44921875,16334,5876.099609375,7227,9383.849609375,11757,10569.1494140625,13011,NA,NA,NA,NA,NA,NA,NA,NA
"04-DEC-2020",2020-12-04 09:35:32,"2020-12-04","9H 35M 32S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,78224.8984375,63508.48046875,80724.5,102373.97265625,62496.359375,107113,12769.560546875,14216,10286.9848632812,11527.5,12316.1005859375,13827.5,8771.140625,9130,10470.5,10916,7725.77978515625,7779,8023.31982421875,8183.5,7407.14990234375,7497,10094.7001953125,9142,13421.25,16716,5896.57470703125,7348,9397.349609375,11636,10369.1245117188,12948,NA,NA,NA,NA,NA,NA,NA,NA
"04-DEC-2020",2020-12-04 09:34:49,"2020-12-04","9H 34M 49S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,78554.359375,64059.212890625,80450,102309.0390625,63196.740234375,105799,14148.1103515625,14252,11365.3354492188,11580,13564.30078125,13883.5,8840.7998046875,9094.5,10541.8798828125,10857,7953.2099609375,7704,8172.65966796875,8118.5,7603.7998046875,7441,10743.9301757812,9123,17069.625,16756,7480.7998046875,7348,11916.8994140625,11668.5,13243.2749023438,13009,NA,NA,NA,NA,NA,NA,NA,NA
"03-DEC-2020",2020-12-03 08:37:21,"2020-12-03","8H 37M 21S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,79100.0390625,63974.3125,81091,102829.34375,62935.2421875,106916,14441.990234375,14468,10367.169921875,10480,11642.23046875,11833,8919.060546875,9234,10199.6005859375,10549,8037,7675,8270.7001953125,8059,7725.77978515625,7439,11027.2197265625,9231,17313.75,16592,7607.69970703125,7297,11107.349609375,10612,11288.69921875,10833,NA,NA,NA,NA,NA,NA,NA,NA
"03-DEC-2020",2020-12-03 08:36:06,"2020-12-03","8H 36M 6S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,78112.796875,63128.60546875,81134,100853.921875,61933.3046875,106591,12706.3603515625,14469,9345.7001953125,10472,10336.3603515625,11833,8710.080078125,9239,9963.9599609375,10541,7718.93994140625,7637,8022.1796875,8038,7452.1796875,7395,10156.259765625,9174,13628.69921875,16592,6037.64990234375,7288,8767.7998046875,10605,8890.6494140625,10832,NA,NA,NA,NA,NA,NA,NA,NA
"02-DEC-2020",2020-12-02 16:09:16,"2020-12-02","16H 9M 16S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,81881.26171875,65066.337890625,82582.5,104304.671875,64611.70703125,105875.5,13722.30078125,14068,11218.7900390625,11641.5,13422.4956054688,13952,8680.83984375,8806.5,10782.6806640625,10940,8074.6201171875,8434,8273.5498046875,8756,7708.10986328125,8055,10476.0297851562,9573,14378.1743164062,17505,6324.75,7697.5,10059.0747070312,12252,11199.1494140625,13624.5,NA,NA,NA,NA,NA,NA,NA,NA
"02-DEC-2020",2020-12-02 16:07:55,"2020-12-02","16H 7M 55S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,82870.78125,65855.41015625,82562.5,105606.7109375,65372.828125,105958.5,13993.6655273438,14080,11491.33984375,11668.5,13711.240234375,13985.5,8826.1796875,8817,10977.900390625,10956.5,8333.3994140625,8414,8462.2197265625,8760.5,7917.86987304688,8064,11120.7001953125,9553,17475.75,17488,7686.22485351562,7696,12234.599609375,12245.5,13601.69921875,13620,NA,NA,NA,NA,NA,NA,NA,NA
"02-DEC-2020",2020-12-02 15:47:06,"2020-12-02","15H 47M 6S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,81637.6796875,64910.33203125,82511,103105.8515625,63467.296875,106506,13077.3203125,14217,10674.2001953125,11719,12689.7197265625,13973,8601.150390625,8856,10806.900390625,11121,7903.83984375,8379,8122.240234375,8732,7562.240234375,8059,10265.919921875,9514,14269.5,17418,6270.2998046875,7632,10038.1494140625,12283,11028.599609375,13536,NA,NA,NA,NA,NA,NA,NA,NA
"02-DEC-2020",2020-12-02 15:46:05,"2020-12-02","15H 46M 5S","Unknown","2.16.0","Unknown","Unknown",570,570,570,270,270,270,467,467,473,473,408,408,509,509,524,524,491,491,439,439,554,554,461,461,688,688,664,664,597,597,489,489,82377.5390625,65845.8203125,82135.5,104766.328125,64639.791015625,106294,13602.4794921875,14216.5,11036.7197265625,11653.5,13110,13924,8727.375,8808,10964.5751953125,11049.5,8152.47998046875,8338,8296.9599609375,8695,7751.52001953125,8018,10880.7998046875,9494.5,17392.048828125,17316,7647.07470703125,7600,12270.3745117188,12208,13524.7495117188,13477,NA,NA,NA,NA,NA,NA,NA,NA
