"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","SSC-A_Gain","R670-A_Gain","R730-A_Gain","R780-A_Gain","B530-A_Gain","B710-A_Gain","V450-A_Gain","V525-A_Gain","V610-A_Gain","V670-A_Gain","Y590-A_Gain","Y615-A_Gain","Y710-A_Gain","Y780-A_Gain","FSC-A-% rCV","SSC-A-% rCV","R670-A-% rCV","R730-A-% rCV","R780-A-% rCV","B530-A-% rCV","B710-A-% rCV","V450-A-% rCV","V525-A-% rCV","V610-A-% rCV","V670-A-% rCV","Y590-A-% rCV","Y615-A-% rCV","Y710-A-% rCV","Y780-A-% rCV","FSC-A","SSC-A","R670-A","R730-A","R780-A","B530-A","B710-A","V450-A","V525-A","V610-A","V670-A","Y590-A","Y615-A","Y710-A","Y780-A","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","yellow green_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","yellow green_AreaScalingFactor","FSC-H_Gain","FSC-W_Gain","SSC-H_Gain","SSC-W_Gain","R670-H_Gain","R730-H_Gain","R780-H_Gain","B530-H_Gain","B710-H_Gain","V450-H_Gain","V525-H_Gain","V610-H_Gain","V670-H_Gain","Y590-H_Gain","Y615-H_Gain","Y710-H_Gain","Y780-H_Gain","FSC-H-% rCV","FSC-W-% rCV","SSC-H-% rCV","SSC-W-% rCV","R670-H-% rCV","R730-H-% rCV","R780-H-% rCV","B530-H-% rCV","B710-H-% rCV","V450-H-% rCV","V525-H-% rCV","V610-H-% rCV","V670-H-% rCV","Y590-H-% rCV","Y615-H-% rCV","Y710-H-% rCV","Y780-H-% rCV","FSC-H","FSC-W","SSC-H","SSC-W","R670-H","R730-H","R780-H","B530-H","B710-H","V450-H","V525-H","V610-H","V670-H","Y590-H","Y615-H","Y710-H","Y780-H","Time_Gain"
"26-SEP-2017",2017-09-26 09:13:21,"2017-09-26","9H 13M 21S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.37,3.04,5.18,7.01,7.01,2.99,5.46,3.11,2.8,4.7,3.39,4.17,5.45,5.89,6.06,106112.40234375,117160.6796875,8744,8719.60009765625,8979.60009765625,8802.4306640625,9202.830078125,9550.400390625,9533.94970703125,9752.5,9056.900390625,9275.455078125,8778.10498046875,8972.88037109375,8685.0048828125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25-SEP-2017",2017-09-25 11:10:19,"2017-09-25","11H 10M 19S","Unknown","LSRII","1","Administrator",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,1.83,2.86,4.44,6.77,7.51,2.85,5.54,2.51,2.2,4.49,3.23,4.43,5.51,6.54,6.95,107005.6015625,119087.15625,8820,7303.2001953125,7016,9126.390625,8209.1103515625,9864.3603515625,9948.01953125,10122.8603515625,8965.7197265625,9273.740234375,8774.919921875,7362.25,6472.89990234375,63.43,0,21.34,43.61,0.8,0.91,0.94,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22-SEP-2017",2017-09-22 08:59:20,"2017-09-22","8H 59M 20S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.18,2.88,4.77,6.48,6.7,2.83,5.13,3.73,3.43,5.11,3.5,4.02,5.19,5.95,6.3,105617.6015625,119854.28125,8855.2001953125,8746.00048828125,8997.6005859375,8908.900390625,9209.6552734375,9424.4404296875,9520.3203125,9699.39013671875,8791.8203125,9423.6806640625,8940.5400390625,9012.080078125,8712.68994140625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21-SEP-2017",2017-09-21 10:01:25,"2017-09-21","10H 1M 25S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.14,3.3,3.93,6.1,6.29,2.73,5.3,3.75,3.24,4.77,3.14,3.92,4.61,6.03,6.57,107070.80078125,123677.19140625,9062.80029296875,7538.39990234375,7352.40014648438,9131.8505859375,8360.625,9622.31005859375,9643.4599609375,9772.240234375,8883.47021484375,9669.169921875,9215.43017578125,7934.57006835938,6945.9951171875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20-SEP-2017",2017-09-20 09:56:43,"2017-09-20","9H 56M 43S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.72,4.48,5.49,7.64,8.09,3.59,6.2,6.91,5.85,6.83,4.79,3.95,6.34,7.55,7.66,104276.8046875,120129.10546875,9100.80029296875,7727.2001953125,7555.19995117188,8990.34521484375,8423.8701171875,9458.27978515625,9398.1201171875,9623.25,8962.900390625,9682.6455078125,9259.5302734375,8093.08520507812,7167.23022460938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18-SEP-2017",2017-09-18 12:20:19,"2017-09-18","12H 20M 19S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,1.93,2.88,5.14,7.37,7.55,2.59,4.72,3.73,3.69,4.94,3.34,4.33,4.85,6.14,6.82,107425.203125,120783.84765625,8819.2001953125,7791.2001953125,7592,9178.26025390625,8608.60009765625,9655.6796875,9775.52978515625,9991.72998046875,9119.88037109375,9630.21484375,9074.55517578125,8115.38012695312,7392.38525390625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13-SEP-2017",2017-09-13 09:09:38,"2017-09-13","9H 9M 38S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,3.06,4.34,4.91,7.21,7.58,3.3,5.61,5.25,4.86,6.74,4.16,4.28,5.36,6.72,6.76,106821.1796875,120516.765625,9112,7736,7450.39990234375,9088.169921875,8579.48046875,9850,9787,10031,9220,9734.33984375,9226.7001953125,8150.66015625,7154.97998046875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12-SEP-2017",2017-09-12 09:56:24,"2017-09-12","9H 56M 24S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,3.18,3.77,5.41,7.3,7.5,3.35,5.18,7.08,7,7.74,4.57,4,5.17,5.77,6.14,105982.42578125,118048.83984375,9136,8758.80029296875,9016.400390625,8827,9192.8203125,9318.5,9147.5,9344,8881,9661.5751953125,9119.8798828125,9217.8798828125,8885.169921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11-SEP-2017",2017-09-11 10:10:40,"2017-09-11","10H 10M 40S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,3.36,4.87,7.87,9.82,9.69,3.77,5.77,10.53,10.24,11.07,6.23,4.39,5.26,6.18,7.15,107500.7734375,119602.2109375,9115.2001953125,8264.7998046875,8312.7998046875,9059.9599609375,8959.8603515625,9508,9336,9526,9037,9623.6005859375,9091.4599609375,8633.7998046875,8181.5302734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"08-SEP-2017",2017-09-08 09:23:43,"2017-09-08","9H 23M 43S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,3.27,3.91,6.41,8,8.33,3.5,5.45,11.28,11.11,11.8,6.26,4.07,5.35,5.74,7.05,106465.18359375,120191.89453125,9264.39990234375,8449.2001953125,8605.2001953125,8945.2998046875,8956.220703125,9358.5,9174,9319.5,8835,9807.84033203125,9246.7900390625,8847.1953125,8358.91015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"07-SEP-2017",2017-09-07 09:08:58,"2017-09-07","9H 8M 58S","Unknown","LSRII","1","Administrator",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,3.21,4.52,4.85,6.41,7.97,4.04,6.17,4.38,4.1,5.8,3.87,4.45,5.9,6.45,8.94,105824.8828125,119966.2109375,9521.6005859375,8920,8854.400390625,8891.6103515625,9051.7705078125,10359,10225,10434,9530,9574.6005859375,9027.759765625,8931.7197265625,8402.5205078125,64.02,0,21.05,43.6,0.8,0.91,1,0.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"06-SEP-2017",2017-09-06 10:16:52,"2017-09-06","10H 16M 52S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.51,3.31,5.2,7.25,7.3,2.94,5.09,4.17,3.9,5.3,3.65,4.04,5.22,5.96,6.23,106570.890625,119273.703125,9016,8590.400390625,8644,8963.5,9006.2705078125,10268,10085,10299,9389,9458.4697265625,8912.6103515625,8780.310546875,8379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"05-SEP-2017",2017-09-05 10:02:31,"2017-09-05","10H 2M 31S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,2.98,3.95,3.92,6.08,6.41,3.47,5.59,3.87,3.63,5.24,3.78,4.31,5.77,6.32,6.45,107571.2421875,120774.296875,9776.7998046875,9361.6005859375,9571.2001953125,9065.419921875,9385.740234375,10393,10264,10496,9529,9795.58984375,9314.41015625,9430.5400390625,9066.4697265625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"01-SEP-2017",2017-09-01 12:16:06,"2017-09-01","12H 16M 6S","Unknown","2.16.0","Unknown","Unknown",610,260,450,464,390,466,471,420,388,500,406,625,641,525,400,1.85,3.39,5.49,9.07,9.23,3.23,6.79,6.15,5.81,6.64,4.37,4.11,6.04,7.7,9.77,108849.82421875,119639.5234375,8818.400390625,5524.40014648438,4647.2001953125,9287.0048828125,6944.21020507812,10090,10110,10100,9063.5,9642.46484375,9099.0556640625,5653.86499023438,4246.830078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31-JUL-2017",2017-07-31 11:00:24,"2017-07-31","11H 0M 24S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.18,2.54,4.55,6.54,6.67,2.87,5.31,4.84,4.53,6.04,3.7,3.62,4.84,5.61,6.75,107214.43359375,117627.96875,9858.740234375,9325.8798828125,9456.6044921875,8897.0703125,9237.865234375,9319.6298828125,9150.900390625,9321.509765625,8636.25,9693.75,9204,9350.25,9136.5,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"28-JUL-2017",2017-07-28 10:44:13,"2017-07-28","10H 44M 13S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,4.23,5.33,4.85,7.31,7.18,3.1,5.48,3.36,2.98,4.93,3.65,4.4,5.68,6.46,6.66,109652.1328125,120199.171875,9684.439453125,8754.83984375,8602.9501953125,9127.2998046875,8815.169921875,9914.1796875,9787.2802734375,9980.919921875,9052.2001953125,9755.5,9213,8570.5,7943,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"27-JUL-2017",2017-07-27 09:48:36,"2017-07-27","9H 48M 36S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,3.39,4.16,4.17,6.47,6.64,3.14,5.8,4.92,4.57,6.03,3.91,4.03,5.32,6.09,6.27,107908.203125,120512.2109375,9820.5595703125,8690.9296875,8652.75,9030.83984375,8717.7998046875,9383.080078125,9340.7802734375,9620.900390625,8883,9990.5,9471.5,8722.5,8076,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"26-JUL-2017",2017-07-26 09:58:48,"2017-07-26","9H 58M 48S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,3.48,4.29,5.18,7.02,7.21,3.44,5.48,5.17,4.96,6.01,3.73,4.17,5.63,6.04,6.17,107504.4140625,120325.20703125,9305.544921875,8236.919921875,8282.1552734375,9025.3798828125,8855.6650390625,9221.400390625,9175.33984375,9442.2998046875,8881.1201171875,10094.25,9524.5,8931.75,8245.5,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"25-JUL-2017",2017-07-25 09:58:01,"2017-07-25","9H 58M 1S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,3.15,4.13,4.39,6.28,6.65,3.37,5.58,4.88,4.63,5.89,3.72,4.2,5.27,5.92,6.32,108145.53125,120720.60546875,9919.330078125,8797.169921875,8861.080078125,9128.2099609375,8929.830078125,9547.580078125,9407.98974609375,9528.7802734375,8867.9599609375,10072.5,9555,8891.5,8261.25,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"24-JUL-2017",2017-07-24 10:45:30,"2017-07-24","10H 45M 30S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,4.72,5.79,4.73,6.68,6.87,4.72,6.07,3.02,2.65,4.94,3.44,4.09,5.12,6.42,6.43,107695.171875,120756.09375,10066.240234375,8837.4248046875,8893.03515625,9160.060546875,8985.33984375,9557.919921875,9454.0498046875,9641.10986328125,8844.93017578125,10035.5,9549.5,8916.25,8322.75,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"21-JUL-2017",2017-07-21 11:14:31,"2017-07-21","11H 14M 31S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,1.71,3.92,5.68,6.87,5.98,3.65,7.11,3.24,2.18,5.14,4.76,4.32,7.55,6.97,7.19,112173.25390625,123436.95703125,9847.11962890625,9620.11474609375,9704.77490234375,9170.525390625,9267.8955078125,10126.6201171875,9895.3798828125,10178.7900390625,9350.1796875,9820.75,9307.5,9291.25,8830.5,62.5,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"20-JUL-2017",2017-07-20 09:53:52,"2017-07-20","9H 53M 52S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.56,3.51,4.06,5.76,5.73,3.19,5.29,4.55,4.07,5.6,3.64,4.16,5.25,5.63,5.98,107695.171875,119215.4609375,10100.26953125,9095.9697265625,9188.9296875,8976.240234375,9002.6298828125,9546.6396484375,9412.2197265625,9657.5595703125,8929.0595703125,9939.5,9440.5,9105.5,8595,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"18-JUL-2017",2017-07-18 09:57:53,"2017-07-18","9H 57M 53S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.92,3.58,4.54,6.36,6.6,3.22,5.46,3.93,3.71,5.39,3.52,4.01,5.2,6.06,6.47,108975.78125,120242.8515625,9866.2099609375,9113.3994140625,9285.2099609375,9089.080078125,9044.490234375,9713.9599609375,9545.7001953125,9693.2802734375,8900.8603515625,9915.5,9363.5,9044,8736.5,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"17-JUL-2017",2017-07-17 10:20:55,"2017-07-17","10H 20M 55S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.94,3.87,4.78,7.16,7.17,3.07,5.55,4.64,4.51,5.5,3.76,4.25,5.57,6.13,6.56,106903.796875,119693.2109375,9954.189453125,9605.58984375,9700.2099609375,9019.919921875,9451.2607421875,9513.740234375,9363.33984375,9675.419921875,9008.01953125,9774.5,9270,9617,9341,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"14-JUL-2017",2017-07-14 09:57:46,"2017-07-14","9H 57M 46S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.34,3.13,3.67,5.34,5.53,2.96,5.09,3.72,3.38,5.11,3.41,4.23,5.31,5.77,6.27,108542.4296875,120382.9921875,10257.1396484375,9801.4697265625,9967.4697265625,9075.4306640625,9409.400390625,9743.099609375,9612.4404296875,9872.8203125,9066.2998046875,9838.5,9341,9539,9310.5,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"13-JUL-2017",2017-07-13 10:58:50,"2017-07-13","10H 58M 50S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,1.99,2.93,3.52,5.47,5.69,2.96,5.39,2.56,2.22,4.34,3.16,4.23,5.29,5.87,6.08,110404.21484375,120509.02734375,10038.01953125,9811.4296875,9893.599609375,9056.775390625,9459.4501953125,10008.1796875,9785.400390625,10023.6899414062,9003.3203125,9627.5,9073,9207.75,9119.75,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"12-JUL-2017",2017-07-12 08:57:10,"2017-07-12","8H 57M 10S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.23,2.97,3.42,5.08,5.16,2.75,5.06,3.58,3.29,4.92,3.52,4.26,5.27,5.82,6.22,108455.7578125,120789.765625,10348.439453125,9732.580078125,9904.3896484375,9124.5703125,9362.080078125,9738.400390625,9486.4794921875,9779.759765625,9056.900390625,9874,9384.5,9541,9443,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"11-JUL-2017",2017-07-11 09:36:19,"2017-07-11","9H 36M 19S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.58,3.23,4.15,5.95,6.14,2.96,5.11,4.03,3.86,5.19,3.6,3.94,5.25,5.45,5.92,107885.5234375,121034.5546875,9939.25,9639.6201171875,9833.83984375,9073.6103515625,9340.240234375,9619.01953125,9483.66015625,9713.01953125,8977.9404296875,9751,9242,9442,9440.5,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"10-JUL-2017",2017-07-10 10:19:32,"2017-07-10","10H 19M 32S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,2.72,3.41,3.68,5.57,5.72,3.03,5.3,5.16,4.98,6.11,3.93,3.99,5.33,5.87,6.25,108090.85546875,121346.68359375,10359.2294921875,9648.75,9813.919921875,9130.0302734375,9586.3955078125,9392.009765625,9187.5595703125,9416.44970703125,8649.8798828125,9877.75,9422.5,9540.75,9430.75,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
"07-JUL-2017",2017-07-07 11:01:32,"2017-07-07","11H 1M 32S","Unknown","LSRII","1","Administrator",NA,610,260,450,464,390,466,471,420,388,500,406,625,641,525,3.04,4.35,5.04,6.69,6.78,3.41,5.65,3.71,3.5,5.26,3.74,4.3,5.46,6.04,6,109812.10546875,121148.3046875,9985.7294921875,9205.94482421875,9244.955078125,9217.390625,9213.75,9904.7802734375,9805.1396484375,9969.169921875,9075.7001953125,9960,9450.5,9116,8900.25,62.53,0,21.29,42.5,0.83,0.91,0.94,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400
