"SAMPLE","DateTime","DATE","TIME","Timepoint","CYT","CYTSN","OP","FSC-A_Gain","FSC-H_Gain","SSC-A_Gain","SSC-H_Gain","FSC-A","FSC-H","SSC-A","SSC-H","Red_LaserDelay","Blue_LaserDelay","Violet_LaserDelay","yellow green_LaserDelay","Red_AreaScalingFactor","Blue_AreaScalingFactor","Violet_AreaScalingFactor","yellow green_AreaScalingFactor","R670-A_Gain","R730-A_Gain","R780-A_Gain","B530-A_Gain","B710-A_Gain","V450-A_Gain","V525-A_Gain","V610-A_Gain","V670-A_Gain","Y590-A_Gain","Y615-A_Gain","Y710-A_Gain","Y780-A_Gain","R670-A","R730-A","R780-A","B530-A","B710-A","V450-A","V525-A","V610-A","V670-A","Y590-A","Y615-A","Y710-A","Y780-A","FSC-W_Gain","SSC-W_Gain","R670-H_Gain","R730-H_Gain","R780-H_Gain","B530-H_Gain","B710-H_Gain","V450-H_Gain","V525-H_Gain","V610-H_Gain","V670-H_Gain","Y590-H_Gain","Y615-H_Gain","Y710-H_Gain","Y780-H_Gain","FSC-W","SSC-W","R670-H","R730-H","R780-H","B530-H","B710-H","V450-H","V525-H","V610-H","V670-H","Y590-H","Y615-H","Y710-H","Y780-H","Time_Gain"
"30-DEC-2020",2020-12-30 07:47:34,"2020-12-30","7H 47M 34S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,74281.2578125,62833.275390625,96946.51171875,61643.205078125,NA,NA,NA,NA,NA,NA,NA,NA,467,473,408,509,524,491,439,554,461,688,664,597,489,13103.73046875,10643.669921875,12745.0703125,8277.5,10196.16015625,7274.33984375,7443.06005859375,6967.6796875,9900.32958984375,13500.8994140625,5917.0498046875,9577.7998046875,10522.349609375,570,270,467,473,408,509,524,491,439,554,461,688,664,597,489,77604.5,103043.5,14093,11721,13829,8744.5,10787,6922,7182.5,6659.5,8725,16510,7271.5,11795.5,12833.5,NA
"30-DEC-2020",2020-12-30 07:46:20,"2020-12-30","7H 46M 20S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,75412.515625,63578.6015625,97398.4453125,62321.40625,NA,NA,NA,NA,NA,NA,NA,NA,467,473,408,509,524,491,439,554,461,688,664,597,489,14100.7099609375,11594.830078125,13606.169921875,8417.6796875,10389.66015625,7608.35986328125,7714.3798828125,7213.919921875,10516.5,16988.849609375,7492.0498046875,12203.099609375,13199.849609375,570,270,467,473,408,509,524,491,439,554,461,688,664,597,489,77944,102368,14106,11709,13788,8770,10847,6940,7199,6638,8705,16452,7271,11790,12779,NA
"29-DEC-2020",2020-12-29 14:54:17,"2020-12-29","14H 54M 17S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,75449.37890625,62934.71875,96789.9921875,61183.33984375,NA,NA,NA,NA,NA,NA,NA,NA,467,473,408,509,524,491,439,554,461,688,664,597,489,11836.5703125,9408.1103515625,10685.1450195312,8386.72021484375,9951.919921875,7488.08984375,7721.2197265625,7176.86987304688,10079.8798828125,13199.3994140625,5900.1748046875,8873.32470703125,9231.52490234375,570,270,467,473,408,509,524,491,439,554,461,688,664,597,489,78580,103682,14361,11096.5,12984,8868,10600,7213,7532.5,6967.5,8913.5,16598,7321,11047.5,11598,NA
"23-DEC-2020",2020-12-23 09:18:42,"2020-12-23","9H 18M 42S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,78123.4375,64269.8515625,100191.71875,63257.84765625,NA,NA,NA,NA,NA,NA,NA,NA,467,473,408,509,524,491,439,554,461,688,664,597,489,13770.490234375,10923.330078125,12816.9599609375,8452.9404296875,10217.66015625,7949.2197265625,8109.9599609375,7599.23974609375,10760.4599609375,17588.69921875,7721.5498046875,11700.44921875,12478.0498046875,570,270,467,473,408,509,524,491,439,554,461,688,664,597,489,79763,103790,13852,11108,13091,8689,10509,7779,8118,7487,9140,17547,7698,11668,12470,NA
"23-DEC-2020",2020-12-23 09:17:34,"2020-12-23","9H 17M 34S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,75161.71875,63044.5859375,95458.28125,61805.09375,NA,NA,NA,NA,NA,NA,NA,NA,467,473,408,509,524,491,439,554,461,688,664,597,489,12019.060546875,9557.419921875,11530.05078125,8107.22021484375,9778.2001953125,7513.73974609375,7765.6796875,7201.3798828125,10024.01953125,13157.5498046875,5763.599609375,8690.3994140625,9395.5498046875,570,270,467,473,408,509,524,491,439,554,461,688,664,597,489,78208,101140,13843,11068,13072,8505,10320,7623,7964,7305,9119,17414,7639,11610,12439,NA
"22-DEC-2020",2020-12-22 09:08:30,"2020-12-22","9H 8M 30S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,76330.21875,64028.857421875,99836.54296875,62870.8984375,NA,NA,NA,NA,NA,NA,NA,NA,467,473,408,509,524,491,439,554,461,688,664,597,489,13934.0205078125,10061.4404296875,11551.3798828125,8516.580078125,9800.13037109375,8170.3798828125,8267.85009765625,7719.51000976562,10795.7998046875,17113.275390625,7525.7998046875,10773.6748046875,11032.1997070312,570,270,467,473,408,509,524,491,439,554,461,688,664,597,489,78193,103924.5,13994,10209,11789,8813,10135.5,8090.5,8372,7709.5,9188,16598.5,7301.5,10410,10695,NA
"22-DEC-2020",2020-12-22 09:06:25,"2020-12-22","9H 6M 25S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,74407.0390625,63129.65234375,97355.44140625,61820.779296875,NA,NA,NA,NA,NA,NA,NA,NA,467,473,408,509,524,491,439,554,461,688,664,597,489,12660.5400390625,9154.12548828125,10336.3603515625,8278.7900390625,9519.33984375,7850.0400390625,8034.14990234375,7468.7099609375,10058.7900390625,13420.5747070312,5858.09985351562,8428.5,8588.9248046875,570,270,467,473,408,509,524,491,439,554,461,688,664,597,489,77363,103164,14026.5,10205,11769,8774.5,10071,8062,8336,7683.5,9177.5,16566.5,7306,10427,10699,NA
"21-DEC-2020",2020-12-21 08:32:13,"2020-12-21","8H 32M 13S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,75849.8984375,63903.904296875,99545.86328125,62610.361328125,NA,NA,NA,NA,NA,NA,NA,NA,467,473,408,509,524,491,439,554,461,688,664,597,489,13917.8256835938,10119.900390625,11564.0205078125,8551.83984375,9906.77001953125,8068.919921875,8197.740234375,7704.68994140625,10801.5,16920.44921875,7444.349609375,10662.2998046875,10881.2250976562,570,270,467,473,408,509,524,491,439,554,461,688,664,597,489,77844,104119,13997,10269,11816.5,8877,10270,7908.5,8228,7613.5,9156,16312,7186,10262,10501,NA
"21-DEC-2020",2020-12-21 08:30:46,"2020-12-21","8H 30M 46S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,74719.01953125,63057.720703125,97820.703125,61658.216796875,NA,NA,NA,NA,NA,NA,NA,NA,467,473,408,509,524,491,439,554,461,688,664,597,489,11760.3354492188,8834.17529296875,9866.310546875,8419.830078125,9699.51025390625,7783.919921875,7968.60009765625,7437.35986328125,10035.9897460938,13126.5,5752.57470703125,8209.349609375,8439.2998046875,570,270,467,473,408,509,524,491,439,554,461,688,664,597,489,77716.5,103864,14009,10267,11789,8882,10283.5,7914,8209,7580,9146,16322,7150.5,10238.5,10487,NA
"18-DEC-2020",2020-12-18 12:58:48,"2020-12-18","12H 58M 48S","Unknown","2.16.0","Unknown","Unknown",570,570,270,270,79847.8828125,64345.0078125,100356.84375,63374.875,NA,NA,NA,NA,NA,NA,NA,NA,467,473,408,509,524,491,439,554,461,688,664,597,489,12342.9599609375,9772.2998046875,11880.810546875,8419.400390625,10221.9599609375,7871.69970703125,8023.31982421875,7419.1201171875,10100.3994140625,12993.2998046875,5722.64990234375,8923.5,9401.3994140625,570,270,467,473,408,509,524,491,439,554,461,688,664,597,489,81429,103779,13428,10693,12892,8668,10629,8078,8341,7649,9202,17307,7615,11778,12555,NA
